ablation_mode,model,run,task,question,window,expected_status,expected_entity,expected_value,entity_correct,numeric_correct,unsupported_claim,strict_correct,answer_correct,timeout,error,wall_latency_ms,ollama_total_duration_ms,ollama_load_duration_ms,ollama_prompt_eval_duration_ms,ollama_eval_duration_ms,prompt_eval_count,eval_count,tokens_per_second,num_snapshots_ground_truth,num_snapshots_used,num_microservices_used,num_edges_used,num_events_used,num_resource_log_rows_used,num_communication_log_rows_used,num_event_log_rows_used,prompt_chars,evidence_json_chars,ground_truth_direct_graph_answer,used_direct_answer_or_retrieval_note,llm_answer
temporal_graph_rag_evidence_only,phi4-mini:latest,2,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,910.257,903.011,253.172,10.803,531.105,838,39,73.432,2,2,13,15,0,0,0,0,3001,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,"The edge with the source as 'loadgenerator' and target as 'frontend', having a max latency of 2.055897, experienced the highest communication delay in the specified time window."
temporal_graph_rag_evidence_only,phi4-mini:latest,3,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,914.705,907.449,254.568,11.007,532.981,838,39,73.173,2,2,13,15,0,0,0,0,3001,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,"The edge with the source as 'loadgenerator' and target as 'frontend', having a max latency of 2.055897, experienced the highest communication delay in the specified time window."
temporal_graph_rag,mistral:latest,1,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,1683.558,1680.42,32.701,698.353,928.899,718,39,41.985,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,"The dependency with the highest communication delay in the last 15 seconds was ""loadgenerator -> frontend"", with a max latency of 2.055897."
temporal_graph_rag,mistral:latest,2,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,994.846,991.837,32.206,17.504,921.817,718,39,42.308,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,"The dependency with the highest communication delay in the last 15 seconds was ""loadgenerator -> frontend"", with a max latency of 2.055897."
temporal_graph_rag,mistral:latest,3,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,965.696,962.708,37.037,17.349,888.075,718,39,43.915,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,"The dependency with the highest communication delay in the last 15 seconds was ""loadgenerator -> frontend"", with a max latency of 2.055897."
temporal_graph_rag,llama3.1:8b,1,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,69002.25,68999.663,68064.872,464.931,436.565,533,19,43.522,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The loadgenerator -> frontend dependency had a max latency of 2.055897 seconds.
temporal_graph_rag,llama3.1:8b,2,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,722.771,720.103,244.935,17.898,423.602,533,19,44.853,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The loadgenerator -> frontend dependency had a max latency of 2.055897 seconds.
temporal_graph_rag,llama3.1:8b,3,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,717.969,715.877,245.335,17.85,419.44,533,19,45.298,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The loadgenerator -> frontend dependency had a max latency of 2.055897 seconds.
temporal_graph_rag,mistral-nemo:12b,1,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,6571.569,6567.634,4985.365,710.092,822.215,606,27,32.838,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The loadgenerator -> frontend edge had a max latency of 2.056 seconds in the last 15 seconds.
temporal_graph_rag,mistral-nemo:12b,2,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,1357.407,1353.52,235.569,25.274,1032.786,606,34,32.921,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,"The dependency with the highest communication delay in the last 15 seconds was loadgenerator -> frontend, with a max latency of 2.056 seconds."
temporal_graph_rag,mistral-nemo:12b,3,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,1360.423,1356.429,234.228,25.328,1038.088,606,34,32.753,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,"The dependency with the highest communication delay in the last 15 seconds was loadgenerator -> frontend, with a max latency of 2.056 seconds."
temporal_graph_rag,gemma3:12b,1,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,122049.173,122045.155,119826.918,1022.589,1123.818,671,29,25.805,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The loadgenerator -> frontend dependency had the highest communication delay with a METRIC_VALUE of 2.055897.
temporal_graph_rag,gemma3:12b,2,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,1711.885,1708.64,504.588,31.727,1144.496,671,29,25.339,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The loadgenerator -> frontend dependency had the highest communication delay with a METRIC_VALUE of 2.055897.
temporal_graph_rag,gemma3:12b,3,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,1713.072,1709.81,494.065,32.565,1160.412,671,29,24.991,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The loadgenerator -> frontend dependency had the highest communication delay with a METRIC_VALUE of 2.055897.
temporal_graph_rag,phi4-mini:latest,1,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,22894.894,22887.892,22075.802,497.611,255.881,523,20,78.161,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The edge from loadgenerator to frontend experienced a maximum latency of 2.055897 milliseconds.
temporal_graph_rag,phi4-mini:latest,2,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,579.368,573.322,245.726,11.254,257.849,523,20,77.565,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The edge from loadgenerator to frontend experienced a maximum latency of 2.055897 milliseconds.
temporal_graph_rag,phi4-mini:latest,3,slowest_dependency,Which dependency had the highest communication delay in the last 15 seconds?,15 seconds,ok,loadgenerator -> frontend,2.055897,True,True,False,True,True,False,False,598.931,591.404,261.396,10.748,259.928,523,20,76.944,2,2,13,15,0,0,0,0,1839,12376,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,The edge from loadgenerator to frontend experienced a maximum latency of 2.055897 milliseconds.
log_rag,mistral:latest,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,960.169,957.151,56.208,649.454,242.05,497,12,49.577,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,No positive candidate was found in the retrieved logs.
log_rag,mistral:latest,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,306.463,303.612,34.8,17.208,241.793,497,12,49.629,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,No positive candidate was found in the retrieved logs.
log_rag,mistral:latest,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,305.692,302.826,32.037,17.374,244.309,497,12,49.118,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,No positive candidate was found in the retrieved logs.
log_rag,llama3.1:8b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,3909.666,3907.776,3383.782,374.048,135.686,401,7,51.59,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,There is insufficient log evidence.
log_rag,llama3.1:8b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,402.551,400.524,233.408,17.788,135.044,401,7,51.835,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,There is insufficient log evidence.
log_rag,llama3.1:8b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,403.016,401.081,234.414,17.791,135.21,401,7,51.771,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,There is insufficient log evidence.
log_rag,mistral-nemo:12b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,10805.413,10801.426,9935.089,532.808,309.35,422,11,35.558,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,No positive candidate was found in the retrieved logs.
log_rag,mistral-nemo:12b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,638.041,634.36,281.179,25.157,303.736,422,11,36.216,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,No positive candidate was found in the retrieved logs.
log_rag,mistral-nemo:12b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,599.74,596.132,240.009,25.205,306.394,422,11,35.901,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,No positive candidate was found in the retrieved logs.
log_rag,gemma3:12b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,119830.548,119827.219,118767.393,740.633,235.857,466,7,29.679,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,There is insufficient log evidence.
log_rag,gemma3:12b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,806.432,803.048,516.432,32.495,239.004,466,7,29.288,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,There is insufficient log evidence.
log_rag,gemma3:12b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,773.584,770.091,489.095,31.577,237.988,466,7,29.413,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,There is insufficient log evidence.
log_rag,phi4-mini:latest,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,3165.944,3160.196,2885.151,184.324,66.809,392,6,89.808,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,Insufficient log evidence.
log_rag,phi4-mini:latest,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,349.679,344.229,248.307,10.592,61.441,392,6,97.654,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,Insufficient log evidence.
log_rag,phi4-mini:latest,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,False,,False,False,False,False,False,356.61,351.183,255.357,10.573,61.602,392,6,97.4,2,0,0,0,0,208,240,0,1609,619,Summarize the retrieved RTKG evidence relevant to the question.,No sufficient raw-log evidence was retrieved for this question.,Insufficient log evidence.
latest_snapshot_rag,mistral:latest,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,866.998,863.901,32.659,532.978,288.651,530,14,48.502,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,mistral:latest,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,362.085,359.204,31.982,17.485,299.488,530,14,46.746,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,mistral:latest,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,353.573,350.127,33.986,17.543,288.689,530,14,48.495,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,llama3.1:8b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,3391.291,3387.635,2710.646,375.207,277.921,412,13,46.776,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,llama3.1:8b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,577.907,575.714,252.559,19.447,281.41,412,13,46.196,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,llama3.1:8b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,557.046,555.088,237.924,17.788,276.367,412,13,47.039,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,mistral-nemo:12b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,79544.95,79540.956,78595.164,535.215,383.454,443,13,33.902,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,mistral-nemo:12b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,703.847,699.747,277.344,25.272,370.606,443,13,35.078,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,mistral-nemo:12b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,657.455,653.756,233.935,26.979,366.415,443,13,35.479,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,gemma3:12b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,115382.023,115378.569,114071.735,749.632,487.635,486,13,26.659,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,gemma3:12b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,1047.845,1041.643,513.855,33.518,475.64,486,13,27.332,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,gemma3:12b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,1010.773,1006.867,487.905,31.3,472.507,486,13,27.513,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,phi4-mini:latest,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,4482.436,4476.706,4085.109,185.85,165.746,403,13,78.433,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,phi4-mini:latest,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,466.959,461.299,250.735,10.59,160.154,403,13,81.172,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
latest_snapshot_rag,phi4-mini:latest,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,474.495,468.794,256.141,10.566,162.006,403,13,80.244,2,2,13,15,0,0,0,0,1647,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,mistral:latest,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,838.033,834.726,36.117,498.832,290.211,512,14,48.241,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,mistral:latest,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,359.843,356.972,31.806,17.936,297.408,512,14,47.073,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,mistral:latest,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,354.421,351.595,34.805,17.821,289.222,512,14,48.406,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,llama3.1:8b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,19896.16,19894.22,19223.45,371.604,275.658,397,13,47.16,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,llama3.1:8b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,553.25,551.202,233.818,17.765,275.594,397,13,47.171,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,llama3.1:8b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,562.175,560.083,242.281,18.027,275.852,397,13,47.127,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,mistral-nemo:12b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,14426.464,14422.846,13484.504,531.935,380.28,428,13,34.185,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,mistral-nemo:12b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,653.835,650.169,231.639,25.098,366.512,428,13,35.469,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,mistral-nemo:12b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,654.292,650.699,234.994,25.459,364.202,428,13,35.694,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,gemma3:12b,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,111931.112,111927.839,110573.041,777.667,495.758,473,13,26.222,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,gemma3:12b,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,1028.392,1023.063,505.118,32.321,471.502,473,13,27.571,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,gemma3:12b,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,1029.006,1025.872,501.634,31.341,478.666,473,13,27.159,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,phi4-mini:latest,1,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,17117.005,17111.415,16695.094,210.364,165.802,388,13,78.407,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,phi4-mini:latest,2,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,464.264,458.7,247.443,11.124,160.811,388,13,80.84,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
temporal_graph_rag_evidence_only,phi4-mini:latest,3,k8s_event_impacted_service,Which microservice was most impacted by Kubernetes runtime events in the last 15 seconds?,15 seconds,no_positive_evidence,,,True,,False,True,True,False,False,468.849,463.319,249.463,10.691,160.999,388,13,80.746,2,2,13,15,0,0,0,0,1561,12389,Summarize the retrieved RTKG evidence relevant to the question.,Summarize the retrieved RTKG evidence relevant to the question.,No positive candidate was found in the provided RTKG evidence.
